species,Lon,Lat
Huperzia_javanica,121.075556,24.508333
Huperzia_somae,121.0756,24.4583
Huperzia_javanica,121.083161,24.512408
Huperzia_somae,121.085456,24.470309
Huperzia_javanica,121.088778,24.405005
Huperzia_javanica,121.091898,24.139763
Huperzia_somae,121.092202,24.34162
Huperzia_javanica,121.094916,24.568558
Huperzia_somae,121.1,24.4833
Huperzia_javanica,121.1,24.48333
Huperzia_somae,121.1,24.48333
Huperzia_javanica,121.1,24.5
Huperzia_somae,121.1,24.5
Huperzia_javanica,121.110556,24.497778
Huperzia_somae,121.110595,24.495808
Huperzia_javanica,121.111113,22.998264
Huperzia_somae,121.111917,24.494197
Huperzia_somae,121.111992,24.494197
Huperzia_quasipolytrichoides,121.116667,23.266667
Huperzia_javanica,121.12,23.07
Huperzia_javanica,121.120833,24.075833
Huperzia_javanica,121.128676,24.460535
Huperzia_javanica,121.139167,24.030556
Huperzia_javanica,121.146675,24.669542
Huperzia_javanica,121.15,23.05
Huperzia_javanica,121.153056,24.32
Huperzia_quasipolytrichoides,121.153056,24.32
Huperzia_javanica,121.155405,24.016418
Huperzia_javanica,121.156223,24.512029
Huperzia_javanica,121.158544,24.491319
Huperzia_javanica,121.16,24.63
Huperzia_selago,121.160278,23.048611
Huperzia_selago,121.1603,23.0486
Huperzia_javanica,121.161622,24.567309
Huperzia_javanica,121.161944,24.0675
Huperzia_javanica,121.162706,24.098551
Huperzia_javanica,121.166667,22.916667
Huperzia_quasipolytrichoides,121.166667,24.1
Huperzia_javanica,121.166667,24.633333
Huperzia_somae,121.1694,24.0856
Huperzia_somae,121.169444,24.085556
Huperzia_javanica,121.173659,24.448778
Huperzia_somae,121.1797,24.0986
Huperzia_somae,121.179722,24.098611
Huperzia_somae,121.1801,24.1793
Huperzia_somae,121.180147,24.179281
Huperzia_somae,121.181667,24.097778
Huperzia_somae,121.1817,24.0978
Huperzia_javanica,121.188153,23.097084
Huperzia_quasipolytrichoides,121.192122,24.30973
Huperzia_appressa,121.204786,24.413331
Huperzia_selago,121.204786,24.413331
Huperzia_javanica,121.209228,24.496496
Huperzia_quasipolytrichoides,121.211028,24.188589
Huperzia_quasipolytrichoides,121.211667,24.044167
Huperzia_javanica,121.219969,24.55372
Huperzia_selago,121.22,24.16
Huperzia_javanica,121.22,24.55
Huperzia_javanica,121.222795,24.712928
Huperzia_selago,121.223889,24.461389
Huperzia_somae,121.2286,24.1683
Huperzia_somae,121.228611,24.168333
Huperzia_quasipolytrichoides,121.23,24.03
Huperzia_selago,121.23,24.17
Huperzia_quasipolytrichoides,121.2325,24.100833
Huperzia_quasipolytrichoides,121.233333,24.033333
Huperzia_javanica,121.233333,24.566667
Huperzia_javanica,121.237197,24.667905
Huperzia_quasipolytrichoides,121.237728,24.047174
Huperzia_javanica,121.239356,24.490837
Huperzia_javanica,121.24,24.39
Huperzia_javanica,121.240502,24.590299
Huperzia_quasipolytrichoides,121.242668,24.164328
Huperzia_javanica,121.247379,24.472028
Huperzia_javanica,121.2475,24.255556
Huperzia_quasipolytrichoides,121.25,23.983333
Huperzia_appressa,121.25,24.13333
Huperzia_selago,121.25,24.13333
Huperzia_quasipolytrichoides,121.25,24.45
Huperzia_somae,121.2508,24.4631
Huperzia_quasipolytrichoides,121.250833,24.463056
Huperzia_somae,121.250833,24.463056
Huperzia_selago,121.252778,24.4575
Huperzia_selago,121.2528,24.4575
Huperzia_quasipolytrichoides,121.253309,24.097115
Huperzia_javanica,121.253695,24.623129
Huperzia_javanica,121.266667,23.266667
Huperzia_quasipolytrichoides,121.266667,24.55
Huperzia_appressa,121.26667,24.16667
Huperzia_selago,121.26667,24.16667
Huperzia_selago,121.2667,24.1667
Huperzia_quasipolytrichoides,121.268056,24.118611
Huperzia_selago,121.270278,23.323056
Huperzia_selago,121.2703,23.3231
Huperzia_javanica,121.272222,25.125097
Huperzia_javanica,121.273611,24.427222
Huperzia_quasipolytrichoides,121.273611,24.427222
Huperzia_somae,121.27472,23.533825
Huperzia_javanica,121.274874,24.483429
Huperzia_quasipolytrichoides,121.276389,24.0575
Huperzia_somae,121.2769,23.4537
Huperzia_quasipolytrichoides,121.27978,24.04537
Huperzia_quasipolytrichoides,121.28,24.14
Huperzia_quasipolytrichoides,121.28,24.426389
Huperzia_javanica,121.280682,24.746704
Huperzia_quasipolytrichoides,121.28078,24.04215
Huperzia_quasipolytrichoides,121.282222,24.136667
Huperzia_quasipolytrichoides,121.283333,24.133333
Huperzia_quasipolytrichoides,121.283333,24.15
Huperzia_javanica,121.283333,24.316667
Huperzia_javanica,121.283333,24.566667
Huperzia_appressa,121.283611,24.427222
Huperzia_selago,121.283611,24.427222
Huperzia_quasipolytrichoides,121.284944,24.430808
Huperzia_quasipolytrichoides,121.284958,24.430692
Huperzia_javanica,121.28529,24.719496
Huperzia_quasipolytrichoides,121.285833,24.019167
Huperzia_quasipolytrichoides,121.286111,24.138889
Huperzia_quasipolytrichoides,121.286944,24.158611
Huperzia_quasipolytrichoides,121.288333,24.434722
Huperzia_appressa,121.289444,24.427778
Huperzia_selago,121.289444,24.427778
Huperzia_quasipolytrichoides,121.29007,24.13467
Huperzia_quasipolytrichoides,121.293928,24.15057
Huperzia_quasipolytrichoides,121.294313,24.432854
Huperzia_quasipolytrichoides,121.298611,24.431111
Huperzia_javanica,121.3,24.566667
Huperzia_javanica,121.3,24.69
Huperzia_javanica,121.300205,24.462498
Huperzia_javanica,121.303257,24.006023
Huperzia_javanica,121.305,24.431944
Huperzia_quasipolytrichoides,121.305833,24.108611
Huperzia_javanica,121.308552,24.69202
Huperzia_quasipolytrichoides,121.31,24.11
Huperzia_quasipolytrichoides,121.31,24.44
Huperzia_quasipolytrichoides,121.310556,24.090556
Huperzia_quasipolytrichoides,121.311111,24.114167
Huperzia_quasipolytrichoides,121.312778,24.182222
Huperzia_javanica,121.313412,24.605103
Huperzia_quasipolytrichoides,121.313757,24.43847
Huperzia_quasipolytrichoides,121.314358,24.171039
Huperzia_javanica,121.316389,24.754444
Huperzia_quasipolytrichoides,121.316667,24.083333
Huperzia_quasipolytrichoides,121.31667,24.13333
Huperzia_javanica,121.318634,24.684533
Huperzia_quasipolytrichoides,121.320251,24.115272
Huperzia_javanica,121.320934,24.673508
Huperzia_quasipolytrichoides,121.328639,24.145139
Huperzia_javanica,121.331389,23.185278
Huperzia_javanica,121.333333,24.583333
Huperzia_quasipolytrichoides,121.337412,24.135266
Huperzia_javanica,121.339422,24.39623
Huperzia_quasipolytrichoides,121.342778,24.585556
Huperzia_javanica,121.344444,24.585833
Huperzia_javanica,121.344954,24.682821
Huperzia_javanica,121.345,24.385556
Huperzia_somae,121.35,23.666667
Huperzia_somae,121.35,23.6667
Huperzia_javanica,121.351002,24.611422
Huperzia_javanica,121.351554,24.626987
Huperzia_javanica,121.360833,24.929167
Huperzia_javanica,121.366584,24.418908
Huperzia_somae,121.366667,23.65
Huperzia_somae,121.3667,23.65
Huperzia_javanica,121.371109,24.673833
Huperzia_somae,121.38,24.18
Huperzia_quasipolytrichoides,121.38,24.37
Huperzia_javanica,121.38,24.52
Huperzia_javanica,121.38,24.54
Huperzia_javanica,121.38333,24.56667
Huperzia_quasipolytrichoides,121.383333,24.366667
Huperzia_javanica,121.383333,24.566667
Huperzia_javanica,121.383333,24.65
Huperzia_javanica,121.383333,24.8
Huperzia_somae,121.383889,24.182778
Huperzia_javanica,121.384444,24.381667
Huperzia_quasipolytrichoides,121.388889,24.376111
Huperzia_quasipolytrichoides,121.39,24.38
Huperzia_javanica,121.39,24.58
Huperzia_appressa,121.391785,24.037563
Huperzia_selago,121.391785,24.037563
Huperzia_selago,121.3918,24.0376
Huperzia_javanica,121.393611,24.57
Huperzia_quasipolytrichoides,121.395833,24.371944
Huperzia_quasipolytrichoides,121.395833,24.536389
Huperzia_javanica,121.397473,24.609953
Huperzia_javanica,121.398844,24.700595
Huperzia_javanica,121.4,24.18
Huperzia_quasipolytrichoides,121.4,24.38333
Huperzia_quasipolytrichoides,121.4,24.54
Huperzia_javanica,121.4,24.57
Huperzia_somae,121.4,24.5833
Huperzia_javanica,121.4,24.583333
Huperzia_somae,121.4,24.583333
Huperzia_javanica,121.4,24.8
Huperzia_javanica,121.401667,24.746944
Huperzia_javanica,121.401944,24.705
Huperzia_javanica,121.402778,24.491667
Huperzia_quasipolytrichoides,121.405,24.3825
Huperzia_somae,121.406638,24.577015
Huperzia_javanica,121.40703,24.400783
Huperzia_javanica,121.407222,24.576667
Huperzia_javanica,121.41,24.57
Huperzia_somae,121.41,24.57
Huperzia_somae,121.410278,24.571111
Huperzia_quasipolytrichoides,121.411389,24.379167
Huperzia_quasipolytrichoides,121.412778,24.304444
Huperzia_quasipolytrichoides,121.413333,24.378611
Huperzia_javanica,121.41354,24.861546
Huperzia_javanica,121.416667,24.733333
Huperzia_javanica,121.41667,24.65
Huperzia_somae,121.416916,24.573746
Huperzia_javanica,121.417778,24.763056
Huperzia_somae,121.42,24.57
Huperzia_javanica,121.42,29.31
Huperzia_somae,121.421389,24.370556
Huperzia_somae,121.4214,24.3706
Huperzia_javanica,121.424563,24.884793
Huperzia_javanica,121.4247,29.2892
Huperzia_somae,121.4258,24.7353
Huperzia_javanica,121.425833,24.735278
Huperzia_quasipolytrichoides,121.425833,24.735278
Huperzia_somae,121.425833,24.735278
Huperzia_javanica,121.426111,24.735278
Huperzia_javanica,121.428366,24.623187
Huperzia_javanica,121.42859,24.880206
Huperzia_javanica,121.429213,24.975017
Huperzia_quasipolytrichoides,121.43,24.37
Huperzia_javanica,121.43,24.73
Huperzia_arctica,121.43333,24.36667
Huperzia_selago,121.43333,24.36667
Huperzia_selago,121.433333,24.35
Huperzia_quasipolytrichoides,121.433333,24.366666
Huperzia_quasipolytrichoides,121.433333,24.366667
Huperzia_selago,121.433333,24.366667
Huperzia_javanica,121.433333,24.65
Huperzia_javanica,121.434908,24.923562
Huperzia_selago,121.435,24.346667
Huperzia_selago,121.435,24.3467
Huperzia_somae,121.435278,23.9075
Huperzia_somae,121.4353,23.9075
Huperzia_javanica,121.435556,23.9075
Huperzia_selago,121.435833,24.370278
Huperzia_javanica,121.436111,24.79
Huperzia_selago,121.436944,24.365556
Huperzia_javanica,121.438824,24.760757
Huperzia_selago,121.439722,24.368611
Huperzia_selago,121.44,24.37
Huperzia_javanica,121.44,24.72
Huperzia_selago,121.440074,24.376399
Huperzia_javanica,121.441033,24.71046
Huperzia_javanica,121.443333,24.361667
Huperzia_quasipolytrichoides,121.443333,24.361667
Huperzia_selago,121.443333,24.361667
Huperzia_javanica,121.443611,24.411944
Huperzia_selago,121.443611,24.411944
Huperzia_javanica,121.444722,24.701667
Huperzia_javanica,121.446891,24.657511
Huperzia_javanica,121.45,24.783333
Huperzia_javanica,121.452625,25.12742
Huperzia_javanica,121.46,24.49
Huperzia_javanica,121.46,24.75
Huperzia_arctica,121.463996,24.349064
Huperzia_quasipolytrichoides,121.46667,24.66667
Huperzia_javanica,121.468056,24.655556
Huperzia_javanica,121.469161,24.845887
Huperzia_javanica,121.47,24.48
Huperzia_javanica,121.47,24.68
Huperzia_quasipolytrichoides,121.47,24.68
Huperzia_javanica,121.47,24.69
Huperzia_javanica,121.470553,24.479673
Huperzia_quasipolytrichoides,121.470556,24.678056
Huperzia_javanica,121.470833,24.479167
Huperzia_quasipolytrichoides,121.471111,24.673889
Huperzia_javanica,121.474634,24.465631
Huperzia_javanica,121.476916,24.836429
Huperzia_javanica,121.476934,24.732502
Huperzia_javanica,121.477031,25.113875
Huperzia_quasipolytrichoides,121.478408,24.642162
Huperzia_javanica,121.483065,24.473095
Huperzia_quasipolytrichoides,121.483333,24.683333
Huperzia_javanica,121.483333,24.9
Huperzia_javanica,121.491528,24.662853
Huperzia_javanica,121.492222,24.775
Huperzia_javanica,121.495468,24.835895
Huperzia_javanica,121.495556,24.775833
Huperzia_javanica,121.5,25.175833
Huperzia_javanica,121.5,25.183333
Huperzia_javanica,121.501685,24.635135
Huperzia_quasipolytrichoides,121.502708,24.680212
Huperzia_quasipolytrichoides,121.502755,24.680083
Huperzia_javanica,121.502778,24.597222
Huperzia_somae,121.5035,24.4387
Huperzia_javanica,121.504772,24.55146
Huperzia_quasipolytrichoides,121.508418,24.683347
Huperzia_javanica,121.508798,24.662535
Huperzia_javanica,121.510412,24.650854
Huperzia_javanica,121.51575,24.580649
Huperzia_javanica,121.51667,24.46667
Huperzia_somae,121.51667,24.5
Huperzia_javanica,121.51667,24.68333
Huperzia_somae,121.5167,24.5
Huperzia_javanica,121.518056,24.750556
Huperzia_javanica,121.519186,24.907846
Huperzia_javanica,121.522433,24.622617
Huperzia_somae,121.524293,24.499265
Huperzia_somae,121.524303,24.499187
Huperzia_javanica,121.524722,24.827778
Huperzia_quasipolytrichoides,121.525556,24.498611
Huperzia_somae,121.525688,24.50519
Huperzia_javanica,121.525833,25.172778
Huperzia_somae,121.525898,24.505106
Huperzia_javanica,121.526111,25.172778
Huperzia_javanica,121.526549,24.502998
Huperzia_javanica,121.528056,24.489722
Huperzia_quasipolytrichoides,121.528056,24.489722
Huperzia_somae,121.528056,24.489722
Huperzia_somae,121.5281,24.4897
Huperzia_javanica,121.529194,24.711784
Huperzia_quasipolytrichoides,121.53,24.49
Huperzia_somae,121.53,24.49
Huperzia_javanica,121.53,24.69
Huperzia_somae,121.5316,24.5048
Huperzia_somae,121.532668,24.500743
Huperzia_quasipolytrichoides,121.532778,24.491667
Huperzia_javanica,121.53333,24.48333
Huperzia_javanica,121.533333,24.683333
Huperzia_quasipolytrichoides,121.533333,24.883333
Huperzia_javanica,121.535679,24.539209
Huperzia_quasipolytrichoides,121.535833,24.694444
Huperzia_javanica,121.537778,24.479444
Huperzia_quasipolytrichoides,121.54,24.69
Huperzia_javanica,121.55,24.766667
Huperzia_javanica,121.55,24.777778
Huperzia_javanica,121.55,24.833333
Huperzia_javanica,121.55,24.866667
Huperzia_javanica,121.553056,24.873889
Huperzia_javanica,121.554499,24.829457
Huperzia_somae,121.5547,24.4819
Huperzia_javanica,121.555556,24.872222
Huperzia_javanica,121.56,29.86
Huperzia_somae,121.562,24.5873
Huperzia_javanica,121.562761,24.48704
Huperzia_javanica,121.565035,24.706201
Huperzia_javanica,121.566453,24.685982
Huperzia_javanica,121.570576,24.863097
Huperzia_quasipolytrichoides,121.570958,24.922953
Huperzia_javanica,121.573435,24.696882
Huperzia_javanica,121.58,25.16
Huperzia_somae,121.5833,24.5167
Huperzia_javanica,121.58333,24.5
Huperzia_javanica,121.583333,24.516667
Huperzia_somae,121.583333,24.516667
Huperzia_javanica,121.594214,24.756006
Huperzia_javanica,121.598139,24.740049
Huperzia_somae,121.598512,24.515392
Huperzia_javanica,121.599722,24.7925
Huperzia_somae,121.6,24.5
Huperzia_somae,121.6,24.52
Huperzia_javanica,121.600496,24.545663
Huperzia_somae,121.6021,24.4203
Huperzia_somae,121.602115,24.420269
Huperzia_somae,121.608674,24.512428
Huperzia_somae,121.608736,24.512322
Huperzia_somae,121.609351,24.511724
Huperzia_somae,121.61,24.51
Huperzia_somae,121.610456,24.511361
Huperzia_somae,121.612358,24.508864
Huperzia_javanica,121.619167,24.933889
Huperzia_javanica,121.643333,24.231667
Huperzia_javanica,121.648056,24.2325
Huperzia_quasipolytrichoides,121.648056,24.2325
Huperzia_javanica,121.65,24.308333
Huperzia_javanica,121.652496,24.949961
Huperzia_javanica,121.661944,24.869444
Huperzia_javanica,121.663147,24.43578
Huperzia_javanica,121.70934,24.89683
Huperzia_javanica,121.71,24.38
Huperzia_javanica,121.73,24.38
Huperzia_javanica,121.736111,24.888889
Huperzia_somae,121.7573,24.563
Huperzia_javanica,121.764527,24.989016
Huperzia_javanica,121.78,24.89
Huperzia_selago,121.8,24.466667
Huperzia_selago,121.8,24.4667
Huperzia_javanica,121.8,24.916667
Huperzia_serrata,123.73,41.31
Huperzia_serrata,124.05,40.47
Huperzia_serrata,124.77,40.75
Huperzia_serrata,125.33,41.28
Huperzia_serrata,126.657,41.896
Huperzia_miyoshiana,126.723787,45.973419
Huperzia_serrata,126.91,41.81
Huperzia_serrata,127,42
Huperzia_serrata,127.139,43.7
Huperzia_serrata,127.27,42.33
Huperzia_serrata,127.28,42.34
Huperzia_serrata,127.848,43.889
Huperzia_serrata,127.95,45.22
Huperzia_miyoshiana,128.0028,44.2159
Huperzia_serrata,128.043153,44.110622
Huperzia_miyoshiana,128.043153,44.110622
Huperzia_serrata,128.043153,44.108289
Huperzia_serrata,128.17,41.43
Huperzia_serrata,128.18,43.35
Huperzia_miyoshiana,128.200815,41.420051
Huperzia_serrata,128.31,42.58
Huperzia_asiatica,128.51,42.78
Huperzia_lucidula,128.51,42.78
Huperzia_miyoshiana,128.51,42.78
Huperzia_selago,128.51,42.78
Huperzia_serrata,128.51,42.78
Huperzia_miyoshiana,128.990833,46.947778
Huperzia_asiatica,129.88,43.58
Huperzia_lucidula,129.88,43.58
Huperzia_serrata,134.01,46.78
Huperzia_rubicaulis,95.4289,29.4289
Huperzia_quasipolytrichoides,98.66582,27.740736
Huperzia_javanica,98.66582,27.740736
Huperzia_javanica,98.759918,24.848803
Huperzia_javanica,98.7617,24.8392
Huperzia_javanica,98.767778,24.830833
Huperzia_javanica,98.767784,24.830837
Huperzia_javanica,98.7678,24.8308
Huperzia_javanica,102.234618,29.914155
Huperzia_javanica,102.678073,29.351675
Huperzia_javanica,102.709729,25.045286
Huperzia_javanica,102.758313,30.066708
Huperzia_javanica,102.92,30.15
Huperzia_javanica,103.1,30.06
Huperzia_javanica,103.23,29.73
Huperzia_javanica,103.39,29.49
Huperzia_javanica,103.398589,29.496119
Huperzia_javanica,103.48,29.6
Huperzia_javanica,103.517333,30.965092
Huperzia_javanica,103.571742,28.262715
Huperzia_javanica,103.603337,31.051035
Huperzia_javanica,103.612264,30.996299
Huperzia_javanica,103.67,22.68
Huperzia_javanica,103.676251,28.685449
Huperzia_javanica,103.84,29.04
Huperzia_javanica,103.942756,29.235444
Huperzia_javanica,104.250727,23.363
Huperzia_javanica,104.337169,23.605727
Huperzia_javanica,104.672252,23.437468
Huperzia_javanica,105.055261,24.046484
Huperzia_javanica,105.28,25.46
Huperzia_javanica,105.39,25.13
Huperzia_javanica,105.399807,25.133406
Huperzia_javanica,105.47,25.12
Huperzia_javanica,105.7,28.58
Huperzia_javanica,105.822072,23.258134
Huperzia_javanica,105.9348,31.732429
Huperzia_javanica,106.08,30.79
Huperzia_javanica,106.25,26.4
Huperzia_javanica,106.259272,29.290189
Huperzia_javanica,106.26,29.29
Huperzia_javanica,106.39,29.8
Huperzia_javanica,106.4,29.8
Huperzia_javanica,106.61,23.9
Huperzia_javanica,106.618742,23.9022
Huperzia_javanica,106.633387,24.392902
Huperzia_javanica,106.75,26.63
Huperzia_javanica,106.761103,26.543493
Huperzia_javanica,106.86,22.06
Huperzia_javanica,106.97,26.45
Huperzia_javanica,106.97,27.07
Huperzia_javanica,107.099275,29.157849
Huperzia_javanica,107.099276,29.157849
Huperzia_javanica,107.1,29.16
Huperzia_javanica,107.112032,22.762995
Huperzia_javanica,107.244995,31.911853
Huperzia_javanica,107.43,28.55
Huperzia_javanica,107.53,25.83
Huperzia_javanica,107.75,34.28
Huperzia_javanica,107.9,26.9
Huperzia_javanica,107.97,26.58
Huperzia_javanica,108.07,26.38
Huperzia_javanica,108.12,30
Huperzia_javanica,108.22,23.22
Huperzia_javanica,108.232005,23.636406
Huperzia_javanica,108.25,24.83
Huperzia_javanica,108.31,25.1
Huperzia_javanica,108.310905,22.653799
Huperzia_javanica,108.315175,25.107246
Huperzia_javanica,108.4,27.99
Huperzia_javanica,108.623457,23.496251
Huperzia_javanica,108.842336,24.905949
Huperzia_javanica,108.85,27.69
Huperzia_javanica,108.89,23.17
Huperzia_javanica,108.93,30.29
Huperzia_javanica,108.936374,30.290996
Huperzia_javanica,109.2,26.92
Huperzia_javanica,109.2,28.15
Huperzia_javanica,109.2,28.17
Huperzia_javanica,109.202889,28.154072
Huperzia_javanica,109.479425,30.295026
Huperzia_javanica,109.484961,29.990847
Huperzia_javanica,109.484961,29.990847
Huperzia_javanica,109.65,28.7
Huperzia_javanica,109.716667,30.016667
Huperzia_javanica,109.83,27.2
Huperzia_javanica,109.85,29
Huperzia_javanica,110,25.8
Huperzia_javanica,110.03,29.9
Huperzia_javanica,110.032936,29.887732
Huperzia_javanica,110.040007,25.742153
Huperzia_javanica,110.05,25.25
Huperzia_javanica,110.050532,25.255089
Huperzia_crassifolia,110.0572097,29.75426999
Huperzia_crassifolia,110.0608167,29.80060611
Huperzia_crassifolia,110.080749,29.7799
Huperzia_crassifolia,110.1034113,29.79012
Huperzia_javanica,110.15,29.4
Huperzia_javanica,110.16,29.39
Huperzia_javanica,110.2,25.23
Huperzia_javanica,110.235565,24.175587
Huperzia_javanica,110.24,24.14
Huperzia_crispata,110.340757,31.042327
Huperzia_javanica,110.440546,25.405097
Huperzia_javanica,110.47,29.2
Huperzia_javanica,110.585686,25.60168
Huperzia_javanica,110.63,26.72
Huperzia_crispata,110.682525,31.750496
Huperzia_javanica,110.85,26.43
Huperzia_javanica,111.03,27.12
Huperzia_javanica,111.031652,22.446542
Huperzia_javanica,111.13,29.42
Huperzia_javanica,111.191944,22.282222
Huperzia_javanica,111.195556,22.274444
Huperzia_javanica,111.217222,22.290278
Huperzia_javanica,111.261345,30.966552
Huperzia_javanica,111.266022,23.25013
Huperzia_javanica,111.45,27.32
Huperzia_javanica,111.57,25.18
Huperzia_javanica,111.600795,25.526439
Huperzia_javanica,111.631136,26.221887
Huperzia_javanica,111.7,23.59
Huperzia_javanica,111.94,25.57
Huperzia_javanica,111.945802,25.570976
Huperzia_javanica,112.044025,22.929376
Huperzia_javanica,112.080663,24.567694
Huperzia_quasipolytrichoides,112.261267,30.973316
Huperzia_javanica,112.386111,26.410278
Huperzia_javanica,112.45,23.03
Huperzia_javanica,112.626493,24.466672
Huperzia_javanica,112.72,27.24
Huperzia_javanica,112.755582,23.101721
Huperzia_javanica,112.805557,27.221519
Huperzia_javanica,112.94,25.39
Huperzia_javanica,112.948819,25.39996
Huperzia_javanica,112.95,25.4
Huperzia_kunmingensis,113.05,24.94
Huperzia_javanica,113.07,28.25
Huperzia_crispata,113.166529,30.663372
Huperzia_javanica,113.18,24.81
Huperzia_javanica,113.217309,25.22845
Huperzia_javanica,113.27,24.78
Huperzia_javanica,113.35,25.13
Huperzia_javanica,113.415062,24.186045
Huperzia_javanica,113.445919,25.279899
Huperzia_javanica,113.577319,23.340975
Huperzia_javanica,113.72,28.19
Huperzia_javanica,113.745564,23.349959
Huperzia_javanica,113.854676,27.622868
Huperzia_javanica,113.891162,23.651361
Huperzia_javanica,114.016115,23.283211
Huperzia_javanica,114.05,22.54
Huperzia_javanica,114.1,26.58
Huperzia_javanica,114.100817,26.587146
Huperzia_javanica,114.117501,23.646234
Huperzia_javanica,114.199766,24.704411
Huperzia_javanica,114.25,23.73
Huperzia_javanica,114.269636,23.376591
Huperzia_javanica,114.27,26.72
Huperzia_javanica,114.35,25.39
Huperzia_javanica,114.358084,25.395202
Huperzia_javanica,114.41263,29.010101
Huperzia_javanica,114.48,24.37
Huperzia_javanica,114.492881,29.604273
Huperzia_javanica,114.514242,26.32496
Huperzia_javanica,114.530131,24.742369
Huperzia_javanica,114.61,27.39
Huperzia_javanica,114.619889,27.392869
Huperzia_javanica,114.676044,27.810279
Huperzia_javanica,114.78,28.38
Huperzia_javanica,114.780982,28.385228
Huperzia_javanica,114.789812,24.911106
Huperzia_javanica,114.96,29.32
Huperzia_javanica,114.963104,29.326488
Huperzia_javanica,114.963105,29.326488
Huperzia_javanica,115.01161,25.860662
Huperzia_javanica,115.38,28.7
Huperzia_javanica,115.384898,28.700808
Huperzia_javanica,115.65,24.95
Huperzia_javanica,115.650137,24.95476
Huperzia_javanica,115.7,23.78
Huperzia_javanica,115.701645,23.781005
Huperzia_javanica,115.701646,23.781005
Huperzia_javanica,115.77,23.93
Huperzia_javanica,115.8,29.03
Huperzia_javanica,115.972806,29.342501
Huperzia_javanica,115.973839,29.549439
Huperzia_javanica,115.98,29.68
Huperzia_javanica,115.989221,29.671778
Huperzia_javanica,115.99,29.61
Huperzia_javanica,115.998105,29.61015
Huperzia_javanica,116.027126,25.885558
Huperzia_javanica,116.32,26.83
Huperzia_javanica,116.325753,26.837264
Huperzia_javanica,116.343476,26.326566
Huperzia_javanica,116.420102,25.049515
Huperzia_javanica,116.763457,25.707879
Huperzia_javanica,117.027537,30.096685
Huperzia_javanica,117.17,26.9
Huperzia_javanica,117.2,24.3
Huperzia_javanica,117.2,26.37
Huperzia_javanica,117.3,24.37
Huperzia_javanica,117.31,24.7
Huperzia_javanica,117.47,26.72
Huperzia_quasipolytrichoides,117.578709,28.946467
Huperzia_javanica,117.578709,28.946467
Huperzia_javanica,117.70945,28.315215
Huperzia_javanica,117.71739,29.854053
Huperzia_javanica,117.78,26.4
Huperzia_javanica,117.792739,26.397146
Huperzia_javanica,117.862004,29.247988
Huperzia_javanica,117.976373,28.443318
Huperzia_javanica,118.03,27.75
Huperzia_javanica,118.12,27.33
Huperzia_javanica,118.13,30.3
Huperzia_javanica,118.18,26.64
Huperzia_javanica,118.182303,26.640478
Huperzia_javanica,118.19,26.17
Huperzia_javanica,118.23,25.5
Huperzia_javanica,118.24,25.65
Huperzia_javanica,118.24,28.67
Huperzia_javanica,118.242051,28.676309
Huperzia_javanica,118.62,28.73
Huperzia_javanica,118.62,28.75
Huperzia_javanica,118.925543,28.977144
Huperzia_javanica,118.98,30.63
Huperzia_javanica,119.05,27.62
Huperzia_javanica,119.06,27.61
Huperzia_javanica,119.141815,28.074413
Huperzia_nanchuanensis,119.21612,27.939284
Huperzia_javanica,119.276247,28.59204
Huperzia_javanica,119.28,42.03
Huperzia_javanica,119.29,42.04
Huperzia_javanica,119.36,30.19
Huperzia_javanica,119.56,30.62
Huperzia_javanica,119.57,28.11
Huperzia_javanica,119.635867,27.973349
Huperzia_javanica,119.72,30.23
Huperzia_javanica,119.82,31.37
Huperzia_javanica,119.823343,31.375019
Huperzia_javanica,119.916426,28.451836
Huperzia_javanica,119.93,27.56
Huperzia_javanica,119.938731,27.561804
Huperzia_javanica,120.17,30.27
Huperzia_javanica,120.172974,30.273977
Huperzia_javanica,120.299456,31.579934
Huperzia_javanica,120.374912,27.643456
Huperzia_javanica,120.475795,27.827976
Huperzia_javanica,120.57,27.67
Huperzia_javanica,120.621653,23.502332
Huperzia_javanica,120.63,27.78
Huperzia_javanica,120.658056,22.582778
Huperzia_javanica,120.675186,23.534269
Huperzia_javanica,120.680833,22.978611
Huperzia_javanica,120.7,23
Huperzia_javanica,120.7,23.5
Huperzia_javanica,120.700684,23.470783
Huperzia_javanica,120.702481,23.4724
Huperzia_javanica,120.714,23.4989
Huperzia_javanica,120.715142,23.523569
Huperzia_javanica,120.716225,23.482932
Huperzia_javanica,120.716667,22.425
Huperzia_javanica,120.716667,22.616667
Huperzia_javanica,120.716667,23
Huperzia_javanica,120.719358,23.497539
Huperzia_javanica,120.73333,22.4
Huperzia_javanica,120.733333,22.416667
Huperzia_javanica,120.736944,23.063889
Huperzia_javanica,120.739722,22.411944
Huperzia_javanica,120.74,22.41
Huperzia_javanica,120.74,22.61
Huperzia_javanica,120.742102,22.615124
Huperzia_javanica,120.744722,22.611389
Huperzia_javanica,120.74727,23.478267
Huperzia_javanica,120.749167,23.081944
Huperzia_javanica,120.75,22.416667
Huperzia_javanica,120.75,22.42
Huperzia_javanica,120.75,24.433333
Huperzia_javanica,120.751111,23.080833
Huperzia_javanica,120.752222,22.630556
Huperzia_javanica,120.753339,23.423908
Huperzia_javanica,120.757222,22.400556
Huperzia_javanica,120.760003,22.406831
